date,sku,quantity_sold,promotion
2024-07-14,SKU-002,9.0,False
2024-07-15,SKU-002,22.0,False
2024-07-16,SKU-002,8.0,False
2024-07-17,SKU-002,16.0,False
2024-07-18,SKU-002,0.0,False
2024-07-19,SKU-002,11.0,False
2024-07-20,SKU-002,20.0,False
2024-07-21,SKU-002,13.0,False
2024-07-22,SKU-002,15.0,False
2024-07-23,SKU-002,13.0,False
2024-07-24,SKU-002,6.0,False
2024-07-25,SKU-002,10.0,False
2024-07-26,SKU-002,10.0,False
2024-07-27,SKU-002,7.0,False
2024-07-28,SKU-002,14.0,False
2024-07-29,SKU-002,17.0,False
2024-07-30,SKU-002,13.0,False
2024-07-31,SKU-002,7.0,False
2024-08-01,SKU-002,10.0,False
2024-08-02,SKU-002,11.0,False
2024-08-03,SKU-002,8.0,False
2024-08-04,SKU-002,15.0,False
2024-08-05,SKU-002,17.0,False
2024-08-06,SKU-002,8.0,False
2024-08-07,SKU-002,17.0,False
2024-08-08,SKU-002,13.0,False
2024-08-09,SKU-002,12.0,False
2024-08-10,SKU-002,12.0,False
2024-08-11,SKU-002,16.0,False
2024-08-12,SKU-002,9.0,False
2024-08-13,SKU-002,21.0,False
2024-08-14,SKU-002,12.0,False
2024-08-15,SKU-002,11.0,False
2024-08-16,SKU-002,9.0,False
2024-08-17,SKU-002,18.0,False
2024-08-18,SKU-002,18.0,False
2024-08-19,SKU-002,10.0,True
2024-08-20,SKU-002,15.0,False
2024-08-21,SKU-002,15.0,False
2024-08-22,SKU-002,22.0,False
2024-08-23,SKU-002,14.0,False
2024-08-24,SKU-002,11.0,False
2024-08-25,SKU-002,18.0,False
2024-08-26,SKU-002,4.0,False
2024-08-27,SKU-002,15.0,False
2024-08-28,SKU-002,10.0,False
2024-08-29,SKU-002,8.0,False
2024-08-30,SKU-002,7.0,False
2024-08-31,SKU-002,16.0,False
2024-09-01,SKU-002,22.0,False
2024-09-02,SKU-002,12.0,False
2024-09-03,SKU-002,11.0,False
2024-09-04,SKU-002,5.0,False
2024-09-05,SKU-002,14.0,False
2024-09-06,SKU-002,18.0,False
2024-09-07,SKU-002,28.0,False
2024-09-08,SKU-002,17.0,False
2024-09-09,SKU-002,20.0,False
2024-09-10,SKU-002,9.0,False
2024-09-11,SKU-002,7.0,False
2024-09-12,SKU-002,20.0,False
2024-09-13,SKU-002,6.0,False
2024-09-14,SKU-002,13.0,False
2024-09-15,SKU-002,16.0,False
2024-09-16,SKU-002,15.0,True
2024-09-17,SKU-002,7.0,False
2024-09-18,SKU-002,13.0,False
2024-09-19,SKU-002,13.0,False
2024-09-20,SKU-002,14.0,False
2024-09-21,SKU-002,14.0,False
2024-09-22,SKU-002,12.0,False
2024-09-23,SKU-002,13.0,False
2024-09-24,SKU-002,7.0,False
2024-09-25,SKU-002,17.0,False
2024-09-26,SKU-002,23.0,False
2024-09-27,SKU-002,22.0,False
2024-09-28,SKU-002,5.0,False
2024-09-29,SKU-002,23.0,True
2024-09-30,SKU-002,27.0,False
2024-10-01,SKU-002,9.0,False
2024-10-02,SKU-002,8.0,False
2024-10-03,SKU-002,24.0,False
2024-10-04,SKU-002,13.0,False
2024-10-05,SKU-002,18.0,False
2024-10-06,SKU-002,8.0,False
2024-10-07,SKU-002,7.0,False
2024-10-08,SKU-002,13.0,False
2024-10-09,SKU-002,26.0,False
2024-10-10,SKU-002,12.0,False
2024-10-11,SKU-002,10.0,False
2024-10-12,SKU-002,13.0,False
2024-10-13,SKU-002,6.0,False
2024-10-14,SKU-002,24.0,True
2024-10-15,SKU-002,13.0,False
2024-10-16,SKU-002,10.0,False
2024-10-17,SKU-002,6.0,False
2024-10-18,SKU-002,4.0,False
2024-10-19,SKU-002,11.0,False
2024-10-20,SKU-002,6.0,False
2024-10-21,SKU-002,6.0,False
2024-10-22,SKU-002,19.0,False
2024-10-23,SKU-002,27.0,False
2024-10-24,SKU-002,16.0,False
2024-10-25,SKU-002,21.0,True
2024-10-26,SKU-002,15.0,False
2024-10-27,SKU-002,18.0,False
2024-10-28,SKU-002,19.0,False
2024-10-29,SKU-002,13.0,False
2024-10-30,SKU-002,13.0,False
2024-10-31,SKU-002,7.0,False
2024-11-01,SKU-002,11.0,False
2024-11-02,SKU-002,19.0,False
2024-11-03,SKU-002,11.0,False
2024-11-04,SKU-002,17.0,False
2024-11-05,SKU-002,14.0,False
2024-11-06,SKU-002,10.0,False
2024-11-07,SKU-002,26.0,False
2024-11-08,SKU-002,16.0,False
2024-11-09,SKU-002,23.0,False
2024-11-10,SKU-002,19.0,False
2024-11-11,SKU-002,24.0,False
2024-11-12,SKU-002,10.0,False
2024-11-13,SKU-002,11.0,False
2024-11-14,SKU-002,21.0,False
2024-11-15,SKU-002,15.0,False
2024-11-16,SKU-002,23.0,False
2024-11-17,SKU-002,11.0,False
2024-11-18,SKU-002,16.0,False
2024-11-19,SKU-002,15.0,False
2024-11-20,SKU-002,17.0,False
2024-11-21,SKU-002,8.0,False
2024-11-22,SKU-002,20.0,False
2024-11-23,SKU-002,23.0,False
2024-11-24,SKU-002,13.0,False
2024-11-25,SKU-002,10.0,False
2024-11-26,SKU-002,7.0,False
2024-11-27,SKU-002,14.0,False
2024-11-28,SKU-002,18.0,False
2024-11-29,SKU-002,14.0,False
2024-11-30,SKU-002,13.0,False
2024-12-01,SKU-002,13.0,True
2024-12-02,SKU-002,7.0,False
2024-12-03,SKU-002,7.0,False
2024-12-04,SKU-002,12.0,False
2024-12-05,SKU-002,12.0,False
2024-12-06,SKU-002,19.0,False
2024-12-07,SKU-002,14.0,False
2024-12-08,SKU-002,13.0,False
2024-12-09,SKU-002,14.0,False
2024-12-10,SKU-002,16.0,False
2024-12-11,SKU-002,19.0,False
2024-12-12,SKU-002,8.0,False
2024-12-13,SKU-002,6.0,False
2024-12-14,SKU-002,14.0,False
2024-12-15,SKU-002,7.0,False
2024-12-16,SKU-002,11.0,False
2024-12-17,SKU-002,22.0,False
2024-12-18,SKU-002,10.0,False
2024-12-19,SKU-002,18.0,False
2024-12-20,SKU-002,19.0,False
2024-12-21,SKU-002,14.0,False
2024-12-22,SKU-002,13.0,False
2024-12-23,SKU-002,4.0,False
2024-12-24,SKU-002,9.0,False
2024-12-25,SKU-002,15.0,False
2024-12-26,SKU-002,25.0,False
2024-12-27,SKU-002,16.0,False
2024-12-28,SKU-002,25.0,True
2024-12-29,SKU-002,5.0,False
2024-12-30,SKU-002,13.0,False
2024-12-31,SKU-002,15.0,False
2025-01-01,SKU-002,26.0,False
2025-01-02,SKU-002,14.0,False
2025-01-03,SKU-002,13.0,False
2025-01-04,SKU-002,11.0,False
2025-01-05,SKU-002,13.0,False
2025-01-06,SKU-002,17.0,False
2025-01-07,SKU-002,12.0,False
2025-01-08,SKU-002,20.0,False
2025-01-09,SKU-002,3.0,False
2025-01-10,SKU-002,14.0,False
2025-01-11,SKU-002,14.0,False
2025-01-12,SKU-002,10.0,False
2025-01-13,SKU-002,22.0,False
2025-01-14,SKU-002,10.0,False
2025-01-15,SKU-002,17.0,True
2025-01-16,SKU-002,10.0,False
2025-01-17,SKU-002,15.0,False
2025-01-18,SKU-002,16.0,False
2025-01-19,SKU-002,6.0,False
2025-01-20,SKU-002,9.0,False
2025-01-21,SKU-002,22.0,False
2025-01-22,SKU-002,13.0,False
2025-01-23,SKU-002,20.0,True
2025-01-24,SKU-002,14.0,False
2025-01-25,SKU-002,9.0,False
2025-01-26,SKU-002,23.0,False
2025-01-27,SKU-002,9.0,False
2025-01-28,SKU-002,9.0,False
2025-01-29,SKU-002,12.0,False
2025-01-30,SKU-002,10.0,False
2025-01-31,SKU-002,8.0,False
2025-02-01,SKU-002,18.0,False
2025-02-02,SKU-002,13.0,False
2025-02-03,SKU-002,14.0,False
2025-02-04,SKU-002,26.0,False
2025-02-05,SKU-002,21.0,True
2025-02-06,SKU-002,3.0,False
2025-02-07,SKU-002,23.0,False
2025-02-08,SKU-002,14.0,False
2025-02-09,SKU-002,10.0,False
2025-02-10,SKU-002,17.0,False
2025-02-11,SKU-002,17.0,False
2025-02-12,SKU-002,12.0,False
2025-02-13,SKU-002,18.0,False
2025-02-14,SKU-002,11.0,False
2025-02-15,SKU-002,10.0,False
2025-02-16,SKU-002,23.0,False
2025-02-17,SKU-002,15.0,True
2025-02-18,SKU-002,17.0,False
2025-02-19,SKU-002,5.0,False
2025-02-20,SKU-002,12.0,False
2025-02-21,SKU-002,6.0,False
2025-02-22,SKU-002,12.0,False
2025-02-23,SKU-002,19.0,False
2025-02-24,SKU-002,18.0,False
2025-02-25,SKU-002,16.0,False
2025-02-26,SKU-002,5.0,False
2025-02-27,SKU-002,23.0,False
2025-02-28,SKU-002,8.0,False
2025-03-01,SKU-002,18.0,False
2025-03-02,SKU-002,17.0,False
2025-03-03,SKU-002,21.0,False
2025-03-04,SKU-002,9.0,False
2025-03-05,SKU-002,13.0,False
2025-03-06,SKU-002,13.0,False
2025-03-07,SKU-002,19.0,True
2025-03-08,SKU-002,5.0,False
2025-03-09,SKU-002,12.0,True
2025-03-10,SKU-002,15.0,False
2025-03-11,SKU-002,7.0,False
2025-03-12,SKU-002,16.0,False
2025-03-13,SKU-002,7.0,False
2025-03-14,SKU-002,13.0,False
2025-03-15,SKU-002,11.0,False
2025-03-16,SKU-002,1.0,False
2025-03-17,SKU-002,9.0,False
2025-03-18,SKU-002,16.0,False
2025-03-19,SKU-002,7.0,False
2025-03-20,SKU-002,7.0,False
2025-03-21,SKU-002,16.0,False
2025-03-22,SKU-002,5.0,False
2025-03-23,SKU-002,7.0,False
2025-03-24,SKU-002,7.0,False
2025-03-25,SKU-002,17.0,False
2025-03-26,SKU-002,11.0,False
2025-03-27,SKU-002,23.0,False
2025-03-28,SKU-002,28.0,True
2025-03-29,SKU-002,8.0,False
2025-03-30,SKU-002,13.0,False
2025-03-31,SKU-002,10.0,False
2025-04-01,SKU-002,14.0,False
2025-04-02,SKU-002,4.0,True
2025-04-03,SKU-002,14.0,False
2025-04-04,SKU-002,9.0,False
2025-04-05,SKU-002,14.0,False
2025-04-06,SKU-002,9.0,False
2025-04-07,SKU-002,11.0,False
2025-04-08,SKU-002,3.0,False
2025-04-09,SKU-002,11.0,False
2025-04-10,SKU-002,10.0,False
2025-04-11,SKU-002,18.0,False
2025-04-12,SKU-002,19.0,False
2025-04-13,SKU-002,6.0,False
2025-04-14,SKU-002,10.0,False
2025-04-15,SKU-002,15.0,False
2025-04-16,SKU-002,7.0,False
2025-04-17,SKU-002,8.0,False
2025-04-18,SKU-002,18.0,False
2025-04-19,SKU-002,14.0,True
2025-04-20,SKU-002,14.0,False
2025-04-21,SKU-002,7.0,False
2025-04-22,SKU-002,18.0,False
2025-04-23,SKU-002,12.0,False
2025-04-24,SKU-002,7.0,False
2025-04-25,SKU-002,17.0,False
2025-04-26,SKU-002,6.0,False
2025-04-27,SKU-002,18.0,False
2025-04-28,SKU-002,13.0,False
2025-04-29,SKU-002,24.0,False
2025-04-30,SKU-002,9.0,False
2025-05-01,SKU-002,7.0,False
2025-05-02,SKU-002,9.0,False
2025-05-03,SKU-002,19.0,False
2025-05-04,SKU-002,12.0,False
2025-05-05,SKU-002,5.0,False
2025-05-06,SKU-002,3.0,False
2025-05-07,SKU-002,3.0,False
2025-05-08,SKU-002,9.0,False
2025-05-09,SKU-002,13.0,False
2025-05-10,SKU-002,13.0,False
2025-05-11,SKU-002,17.0,False
2025-05-12,SKU-002,16.0,False
2025-05-13,SKU-002,15.0,False
2025-05-14,SKU-002,6.0,False
2025-05-15,SKU-002,17.0,False
2025-05-16,SKU-002,9.0,False
2025-05-17,SKU-002,6.0,False
2025-05-18,SKU-002,21.0,False
2025-05-19,SKU-002,8.0,False
2025-05-20,SKU-002,15.0,False
2025-05-21,SKU-002,11.0,False
2025-05-22,SKU-002,9.0,False
2025-05-23,SKU-002,13.0,False
2025-05-24,SKU-002,21.0,False
2025-05-25,SKU-002,16.0,False
2025-05-26,SKU-002,13.0,False
2025-05-27,SKU-002,17.0,False
2025-05-28,SKU-002,24.0,False
2025-05-29,SKU-002,14.0,False
2025-05-30,SKU-002,7.0,False
2025-05-31,SKU-002,12.0,False
2025-06-01,SKU-002,11.0,False
2025-06-02,SKU-002,11.0,False
2025-06-03,SKU-002,21.0,True
2025-06-04,SKU-002,7.0,False
2025-06-05,SKU-002,8.0,False
2025-06-06,SKU-002,7.0,False
2025-06-07,SKU-002,16.0,False
2025-06-08,SKU-002,7.0,False
2025-06-09,SKU-002,14.0,False
2025-06-10,SKU-002,17.0,False
2025-06-11,SKU-002,17.0,False
2025-06-12,SKU-002,10.0,False
2025-06-13,SKU-002,10.0,False
2025-06-14,SKU-002,23.0,False
2025-06-15,SKU-002,10.0,False
2025-06-16,SKU-002,12.0,False
2025-06-17,SKU-002,20.0,True
2025-06-18,SKU-002,12.0,True
2025-06-19,SKU-002,7.0,False
2025-06-20,SKU-002,12.0,False
2025-06-21,SKU-002,13.0,False
2025-06-22,SKU-002,8.0,False
2025-06-23,SKU-002,21.0,True
2024-01-01,SKU-003,106.0,False
2024-01-02,SKU-003,66.0,False
2024-01-03,SKU-003,53.0,False
2024-01-04,SKU-003,70.0,False
2024-01-05,SKU-003,48.0,False
2024-01-06,SKU-003,106.0,False
2024-01-07,SKU-003,88.0,False
2024-01-08,SKU-003,72.0,False
2024-01-09,SKU-003,82.0,False
2024-01-10,SKU-003,72.0,False
2024-01-11,SKU-003,58.0,False
2024-01-12,SKU-003,58.0,False
2024-01-13,SKU-003,88.0,False
2024-01-14,SKU-003,67.0,False
2024-01-15,SKU-003,78.0,False
2024-01-16,SKU-003,69.0,False
2024-01-17,SKU-003,76.0,False
2024-01-18,SKU-003,120.0,True
2024-01-19,SKU-003,80.0,False
2024-01-20,SKU-003,94.0,False
2024-01-21,SKU-003,81.0,False
2024-01-22,SKU-003,71.0,False
2024-01-23,SKU-003,84.0,False
2024-01-24,SKU-003,85.0,False
2024-01-25,SKU-003,77.0,False
2024-01-26,SKU-003,83.0,False
2024-01-27,SKU-003,82.0,False
2024-01-28,SKU-003,89.0,False
2024-01-29,SKU-003,89.0,False
2024-01-30,SKU-003,81.0,False
2024-01-31,SKU-003,72.0,False
2024-02-01,SKU-003,53.0,False
2024-02-02,SKU-003,97.0,False
2024-02-03,SKU-003,96.0,False
2024-02-04,SKU-003,73.0,False
2024-02-05,SKU-003,85.0,False
2024-02-06,SKU-003,111.0,True
2024-02-07,SKU-003,78.0,False
2024-02-08,SKU-003,100.0,False
2024-02-09,SKU-003,62.0,False
2024-02-10,SKU-003,115.0,False
2024-02-11,SKU-003,109.0,False
2024-02-12,SKU-003,100.0,False
2024-02-13,SKU-003,93.0,False
2024-02-14,SKU-003,105.0,False
2024-02-15,SKU-003,67.0,False
2024-02-16,SKU-003,58.0,False
2024-02-17,SKU-003,85.0,False
2024-02-18,SKU-003,100.0,False
2024-02-19,SKU-003,74.0,False
2024-02-20,SKU-003,84.0,False
2024-02-21,SKU-003,88.0,False
2024-02-22,SKU-003,86.0,False
2024-02-23,SKU-003,92.0,False
2024-02-24,SKU-003,101.0,False
2024-02-25,SKU-003,86.0,False
2024-02-26,SKU-003,80.0,False
2024-02-27,SKU-003,77.0,False
2024-02-28,SKU-003,104.0,False
2024-02-29,SKU-003,72.0,False
2024-03-01,SKU-003,79.0,False
2024-03-02,SKU-003,91.0,False
2024-03-03,SKU-003,82.0,False
2024-03-04,SKU-003,87.0,False
2024-03-05,SKU-003,81.0,False
2024-03-06,SKU-003,91.0,False
2024-03-07,SKU-003,86.0,False
2024-03-08,SKU-003,90.0,False
2024-03-09,SKU-003,87.0,False
2024-03-10,SKU-003,91.0,False
2024-03-11,SKU-003,101.0,False
2024-03-12,SKU-003,84.0,False
2024-03-13,SKU-003,85.0,False
2024-03-14,SKU-003,73.0,False
2024-03-15,SKU-003,76.0,False
2024-03-16,SKU-003,92.0,False
2024-03-17,SKU-003,159.0,True
2024-03-18,SKU-003,91.0,False
2024-03-19,SKU-003,93.0,False
2024-03-20,SKU-003,49.0,False
2024-03-21,SKU-003,63.0,False
2024-03-22,SKU-003,78.0,False
2024-03-23,SKU-003,121.0,False
2024-03-24,SKU-003,97.0,False
2024-03-25,SKU-003,75.0,False
2024-03-26,SKU-003,87.0,False
2024-03-27,SKU-003,80.0,False
2024-03-28,SKU-003,84.0,False
2024-03-29,SKU-003,82.0,False
2024-03-30,SKU-003,87.0,False
2024-03-31,SKU-003,130.0,True
2024-04-01,SKU-003,116.0,False
2024-04-02,SKU-003,82.0,False
2024-04-03,SKU-003,72.0,False
2024-04-04,SKU-003,74.0,False
2024-04-05,SKU-003,68.0,False
2024-04-06,SKU-003,107.0,False
2024-04-07,SKU-003,76.0,False
2024-04-08,SKU-003,90.0,False
2024-04-09,SKU-003,133.0,True
2024-04-10,SKU-003,86.0,False
2024-04-11,SKU-003,65.0,False
2024-04-12,SKU-003,61.0,False
2024-04-13,SKU-003,97.0,False
2024-04-14,SKU-003,91.0,False
2024-04-15,SKU-003,81.0,False
2024-04-16,SKU-003,75.0,False
2024-04-17,SKU-003,75.0,False
2024-04-18,SKU-003,87.0,False
2024-04-19,SKU-003,90.0,False
2024-04-20,SKU-003,140.0,False
2024-04-21,SKU-003,84.0,False
2024-04-22,SKU-003,172.0,True
2024-04-23,SKU-003,91.0,False
2024-04-24,SKU-003,162.0,True
2024-04-25,SKU-003,59.0,False
2024-04-26,SKU-003,81.0,False
2024-04-27,SKU-003,109.0,False
2024-04-28,SKU-003,93.0,False
2024-04-29,SKU-003,91.0,False
2024-04-30,SKU-003,92.0,False
2024-05-01,SKU-003,113.0,False
2024-05-02,SKU-003,90.0,False
2024-05-03,SKU-003,90.0,False
2024-05-04,SKU-003,139.0,False
2024-05-05,SKU-003,122.0,False
2024-05-06,SKU-003,84.0,False
2024-05-07,SKU-003,95.0,False
2024-05-08,SKU-003,72.0,False
2024-05-09,SKU-003,86.0,False
2024-05-10,SKU-003,157.0,True
2024-05-11,SKU-003,107.0,False
2024-05-12,SKU-003,133.0,False
2024-05-13,SKU-003,113.0,False
2024-05-14,SKU-003,82.0,False
2024-05-15,SKU-003,90.0,False
2024-05-16,SKU-003,77.0,False
2024-05-17,SKU-003,127.0,True
2024-05-18,SKU-003,107.0,False
2024-05-19,SKU-003,90.0,False
2024-05-20,SKU-003,75.0,False
2024-05-21,SKU-003,115.0,False
2024-05-22,SKU-003,85.0,False
2024-05-23,SKU-003,97.0,False
2024-05-24,SKU-003,106.0,False
2024-05-25,SKU-003,142.0,False
2024-05-26,SKU-003,112.0,False
2024-05-27,SKU-003,99.0,False
2024-05-28,SKU-003,96.0,False
2024-05-29,SKU-003,97.0,False
2024-05-30,SKU-003,85.0,False
2024-05-31,SKU-003,99.0,False
2024-06-01,SKU-003,115.0,False
2024-06-02,SKU-003,109.0,False
2024-06-03,SKU-003,91.0,False
2024-06-04,SKU-003,93.0,False
2024-06-05,SKU-003,112.0,False
2024-06-06,SKU-003,86.0,False
2024-06-07,SKU-003,88.0,False
2024-06-08,SKU-003,99.0,False
2024-06-09,SKU-003,107.0,False
2024-06-10,SKU-003,90.0,False
2024-06-11,SKU-003,91.0,False
2024-06-12,SKU-003,101.0,False
2024-06-13,SKU-003,88.0,False
2024-06-14,SKU-003,88.0,False
2024-06-15,SKU-003,83.0,False
2024-06-16,SKU-003,117.0,False
2024-06-17,SKU-003,141.0,True
2024-06-18,SKU-003,101.0,False
2024-06-19,SKU-003,101.0,False
2024-06-20,SKU-003,99.0,False
2024-06-21,SKU-003,99.0,False
2024-06-22,SKU-003,112.0,False
2024-06-23,SKU-003,111.0,False
2024-06-24,SKU-003,111.0,False
2024-06-25,SKU-003,103.0,False
2024-06-26,SKU-003,117.0,False
2024-06-27,SKU-003,105.0,False
2024-06-28,SKU-003,87.0,False
2024-06-29,SKU-003,159.0,False
2024-06-30,SKU-003,103.0,False
2024-07-01,SKU-003,109.0,False
2024-07-02,SKU-003,87.0,False
2024-07-03,SKU-003,93.0,False
2024-07-04,SKU-003,99.0,False
2024-07-05,SKU-003,87.0,False
2024-07-06,SKU-003,135.0,False
2024-07-07,SKU-003,120.0,False
2024-07-08,SKU-003,79.0,False
2024-07-09,SKU-003,101.0,False
2024-07-10,SKU-003,80.0,False
2024-07-11,SKU-003,96.0,False
2024-07-12,SKU-003,91.0,False
2024-07-13,SKU-003,108.0,False
2024-07-14,SKU-003,108.0,False
2024-07-15,SKU-003,92.0,False
2024-07-16,SKU-003,87.0,False
2024-07-17,SKU-003,89.0,False
2024-07-18,SKU-003,98.0,False
2024-07-19,SKU-003,82.0,False
2024-07-20,SKU-003,155.0,False
2024-07-21,SKU-003,95.0,False
2024-07-22,SKU-003,86.0,False
2024-07-23,SKU-003,110.0,False
2024-07-24,SKU-003,94.0,False
2024-07-25,SKU-003,96.0,False
2024-07-26,SKU-003,80.0,False
2024-07-27,SKU-003,130.0,False
2024-07-28,SKU-003,103.0,False
2024-07-29,SKU-003,68.0,False
2024-07-30,SKU-003,87.0,False
2024-07-31,SKU-003,116.0,False
2024-08-01,SKU-003,104.0,False
2024-08-02,SKU-003,92.0,False
2024-08-03,SKU-003,137.0,False
2024-08-04,SKU-003,157.0,True
2024-08-05,SKU-003,103.0,False
2024-08-06,SKU-003,91.0,False
2024-08-07,SKU-003,83.0,False
2024-08-08,SKU-003,89.0,False
2024-08-09,SKU-003,103.0,False
2024-08-10,SKU-003,108.0,False
2024-08-11,SKU-003,78.0,False
2024-08-12,SKU-003,112.0,False
2024-08-13,SKU-003,106.0,False
2024-08-14,SKU-003,147.0,True
2024-08-15,SKU-003,74.0,False
2024-08-16,SKU-003,106.0,False
2024-08-17,SKU-003,121.0,False
2024-08-18,SKU-003,131.0,False
2024-08-19,SKU-003,93.0,False
2024-08-20,SKU-003,108.0,False
2024-08-21,SKU-003,137.0,True
2024-08-22,SKU-003,87.0,False
2024-08-23,SKU-003,104.0,False
2024-08-24,SKU-003,109.0,False
2024-08-25,SKU-003,128.0,False
2024-08-26,SKU-003,101.0,False
2024-08-27,SKU-003,85.0,False
2024-08-28,SKU-003,157.0,True
2024-08-29,SKU-003,123.0,False
2024-08-30,SKU-003,87.0,False
2024-08-31,SKU-003,147.0,False
2024-09-01,SKU-003,97.0,False
2024-09-02,SKU-003,79.0,False
2024-09-03,SKU-003,69.0,False
2024-09-04,SKU-003,93.0,False
2024-09-05,SKU-003,102.0,False
2024-09-06,SKU-003,112.0,False
2024-09-07,SKU-003,126.0,False
2024-09-08,SKU-003,109.0,False
2024-09-09,SKU-003,102.0,False
2024-09-10,SKU-003,109.0,False
2024-09-11,SKU-003,109.0,False
2024-09-12,SKU-003,114.0,False
2024-09-13,SKU-003,84.0,False
2024-09-14,SKU-003,135.0,False
2024-09-15,SKU-003,104.0,False
2024-09-16,SKU-003,103.0,False
2024-09-17,SKU-003,92.0,False
2024-09-18,SKU-003,111.0,False
2024-09-19,SKU-003,104.0,False
2024-09-20,SKU-003,104.0,False
2024-09-21,SKU-003,151.0,False
2024-09-22,SKU-003,138.0,False
2024-09-23,SKU-003,126.0,False
2024-09-24,SKU-003,122.0,False
2024-09-25,SKU-003,141.0,False
2024-09-26,SKU-003,104.0,False
2024-09-27,SKU-003,110.0,False
2024-09-28,SKU-003,111.0,False
2024-09-29,SKU-003,129.0,False
2024-09-30,SKU-003,99.0,False
2024-10-01,SKU-003,104.0,False
2024-10-02,SKU-003,96.0,False
2024-10-03,SKU-003,89.0,False
2024-10-04,SKU-003,102.0,False
2024-10-05,SKU-003,118.0,False
2024-10-06,SKU-003,104.0,False
2024-10-07,SKU-003,120.0,False
2024-10-08,SKU-003,113.0,False
2024-10-09,SKU-003,121.0,False
2024-10-10,SKU-003,107.0,False
2024-10-11,SKU-003,115.0,False
2024-10-12,SKU-003,140.0,False
2024-10-13,SKU-003,100.0,False
2024-10-14,SKU-003,91.0,False
2024-10-15,SKU-003,93.0,False
2024-10-16,SKU-003,119.0,False
2024-10-17,SKU-003,104.0,False
2024-10-18,SKU-003,108.0,False
2024-10-19,SKU-003,115.0,False
2024-10-20,SKU-003,143.0,False
2024-10-21,SKU-003,119.0,False
2024-10-22,SKU-003,113.0,False
2024-10-23,SKU-003,89.0,False
2024-10-24,SKU-003,106.0,False
2024-10-25,SKU-003,76.0,False
2024-10-26,SKU-003,123.0,False
2024-10-27,SKU-003,134.0,False
2024-10-28,SKU-003,90.0,False
2024-10-29,SKU-003,111.0,False
2024-10-30,SKU-003,93.0,False
2024-10-31,SKU-003,103.0,False
2024-11-01,SKU-003,114.0,False
2024-11-02,SKU-003,119.0,False
2024-11-03,SKU-003,138.0,False
2024-11-04,SKU-003,133.0,False
2024-11-05,SKU-003,80.0,False
2024-11-06,SKU-003,110.0,False
2024-11-07,SKU-003,105.0,False
2024-11-08,SKU-003,135.0,False
2024-11-09,SKU-003,262.0,True
2024-11-10,SKU-003,112.0,False
2024-11-11,SKU-003,95.0,False
2024-11-12,SKU-003,145.0,True
2024-11-13,SKU-003,135.0,False
2024-11-14,SKU-003,113.0,False
2024-11-15,SKU-003,88.0,False
2024-11-16,SKU-003,132.0,False
2024-11-17,SKU-003,147.0,False
2024-11-18,SKU-003,113.0,False
2024-11-19,SKU-003,131.0,False
2024-11-20,SKU-003,132.0,False
2024-11-21,SKU-003,96.0,False
2024-11-22,SKU-003,108.0,False
2024-11-23,SKU-003,136.0,False
2024-11-24,SKU-003,115.0,False
2024-11-25,SKU-003,97.0,False
2024-11-26,SKU-003,129.0,False
2024-11-27,SKU-003,88.0,False
2024-11-28,SKU-003,103.0,False
2024-11-29,SKU-003,119.0,False
2024-11-30,SKU-003,141.0,False
2024-12-01,SKU-003,125.0,False
2024-12-02,SKU-003,107.0,False
2024-12-03,SKU-003,120.0,False
2024-12-04,SKU-003,94.0,False
2024-12-05,SKU-003,109.0,False
2024-12-06,SKU-003,92.0,False
2024-12-07,SKU-003,137.0,False
2024-12-08,SKU-003,136.0,False
2024-12-09,SKU-003,146.0,False
2024-12-10,SKU-003,113.0,False
2024-12-11,SKU-003,111.0,False
2024-12-12,SKU-003,99.0,False
2024-12-13,SKU-003,125.0,False
2024-12-14,SKU-003,117.0,False
2024-12-15,SKU-003,131.0,False
2024-12-16,SKU-003,128.0,False
2024-12-17,SKU-003,128.0,False
2024-12-18,SKU-003,106.0,False
2024-12-19,SKU-003,114.0,False
2024-12-20,SKU-003,122.0,False
2024-12-21,SKU-003,133.0,False
2024-12-22,SKU-003,129.0,False
2024-12-23,SKU-003,96.0,False
2024-12-24,SKU-003,117.0,False
2024-12-25,SKU-003,119.0,False
2024-12-26,SKU-003,148.0,False
2024-12-27,SKU-003,122.0,False
2024-12-28,SKU-003,164.0,False
2024-12-29,SKU-003,127.0,False
2024-12-30,SKU-003,133.0,False
2024-12-31,SKU-003,126.0,False
2025-01-01,SKU-003,176.0,True
2025-01-02,SKU-003,106.0,False
2025-01-03,SKU-003,114.0,False
2025-01-04,SKU-003,184.0,False
2025-01-05,SKU-003,123.0,False
2025-01-06,SKU-003,95.0,False
2025-01-07,SKU-003,144.0,False
2025-01-08,SKU-003,98.0,False
2025-01-09,SKU-003,108.0,False
2025-01-10,SKU-003,105.0,False
2025-01-11,SKU-003,175.0,False
2025-01-12,SKU-003,127.0,False
2025-01-13,SKU-003,111.0,False
2025-01-14,SKU-003,112.0,False
2025-01-15,SKU-003,109.0,False
2025-01-16,SKU-003,132.0,False
2025-01-17,SKU-003,123.0,False
2025-01-18,SKU-003,169.0,False
2025-01-19,SKU-003,138.0,False
2025-01-20,SKU-003,120.0,False
2025-01-21,SKU-003,100.0,False
2025-01-22,SKU-003,139.0,True
2025-01-23,SKU-003,117.0,False
2025-01-24,SKU-003,121.0,False
2025-01-25,SKU-003,153.0,False
